index,long,lat,name,info,a,b,c,d,e
226,-94.13509299046999,30.066122040152003,Cowboy H-D of Beaumont,855-550-7433,1150 IH-10 S,Beaumont,TX,77707,USA
227,-98.3817330189,29.539020024240003,Cowboy's Alamo City H-D,210-646-0499,11005 N I-35,San Antonio,TX,78233,USA
228,-79.44400096311999,35.248657967895,Cox's Double Eagle H-D,910-295-9033,7540 US501 S,Pinehurst,NC,28370,USA
229,-79.82278696261,35.614732978865,Cox's H-D,336-629-2415,2795 NC 134,Asheboro,NC,27205,USA
230,-80.97174899651999,34.930766997858,Cox's H-D of Rock Hill,803-327-1183,1178 Galleria Blvd,Rock Hill,SC,29730,USA
231,-88.95755996927,39.921983974054,Coziahr H-D,217-877-7115,150 W Marion Ave,Forsyth,IL,62535,USA
232,-81.20055198669,36.14981599152,Crossroads H-D,336-667-1003,1921 Hwy 421 Bus,Wilkesboro,NC,28697,USA
233,-93.79999799653,45.050139036028995,Crow River H-D,763-972-6282,822 Babcock Blvd W,Delano,MN,55328,USA
234,-112.8199820034,49.697668980807,Crowsnest Trail H-D,403-320-1903,1505 - 2nd Ave S,Lethbridge,AB,T1J 0E8,CAN
235,-82.57924295961,28.836318980902,Crystal H-D,352-563-9900,1785 S Suncoast Blvd,Homosassa,FL,34448,USA
236,-157.90165501639999,21.336201997472998,Cycle City H-D,808-377-4698,600 Pu'uloa Rd,Honolulu,HI,96819,USA
237,-122.8279100172,42.283453010022,D & S H-D,541-535-5515,3846 S Pacific Hwy,Medford,OR,97501,USA
238,-96.645942,32.855877,Dallas H-D,972-270-3962,1334 W Centerville Rd,Garland,TX,75041,USA
239,-94.0102990251,44.18564999476,Dave's River Valley H-D,507-345-6077,1200 N River Dr,Mankato,MN,56001,USA
240,-105.45395501879999,44.294429998844,Deluxe H-D of Gillette,307-687-2001,3300 Conestoga Dr,Gillette,WY,82718,USA
241,-104.380155,44.405483000000004,Deluxe H-D of Sundance,307-283-2001,220 E Main St,Sundance,WY,82729,USA
242,-149.3126040045,61.568457037209996,Denali H-D,907-373-3366,1497 S Hyer Rd,Wasilla,AK,99654,USA
243,-93.36161297746,37.180434018373,Denney's H-D,417-882-0100,3980 W Sunshine,Springfield,MO,65807,USA
244,-111.84031303969999,33.398033995180995,Desert Wind H-D,480-894-0404,922 S Country Club Dr,Mesa,AZ,85210,USA
245,-98.27098603360001,26.198419975116,Desperado H-D,956-687-4646,1201 S Bentsen Rd,McAllen,TX,78501,USA
246,-122.70717297680001,47.651607021688996,Destination H-D Silverdale,360-698-3700,9625 Provost Rd NW,Silverdale,WA,98383,USA
247,-122.39740801040001,47.243065014481,Destination H-D Tacoma,253-922-3700,2302 Pacific Highway E,Tacoma,WA,98424,USA
248,-96.187225,41.293644,Dillon Brothers H-D,402-289-5556,3838 N HWS Cleveland Blvd,Omaha,NE,68116,USA
249,-96.46558997221001,41.451630005612,Dillon Brothers H-D Shop,402-721-2007,2440 E 23rd St,Fremont,NE,68025,USA
250,-77.16037399135,39.169960040599,District H-D,301-948-4581,7830 Airpark Rd,,MD,20879,USA
251,-90.40655197575,38.56727999635,Doc's H-D,314-965-0166,930 S Kirkwood Rd,Kirkwood,MO,63122,USA
252,-88.37492398917,44.705220032483,Doc's H-D Shawano Co,715-758-9080,W2709 SR 29,Bonduel,WI,54107,USA
253,-100.01808595840001,37.729613967239,Dodge City H-D,620-227-6351,1312 S 2nd Ave,Dodge City,KS,67801,USA
254,-99.31498602031999,38.901661019772,Doerflers' H-D,785-625-2022,1100 E 43rd St,Hays,KS,67601,USA
255,-79.43568401969,36.062704967334,Down Home H-D,336-227-1261,2215 Hanford Rd,Burlington,NC,27215,USA
256,-78.75712503679,41.127484962344,Du Bois H-D,814-371-5750,101 W DuBois Ave,Du Bois,PA,15801,USA
257,-106.5457180235,35.08697499521,Duke City H-D,505-275-3853,8603 Lomas Blvd,Albuquerque,NM,87111,USA
258,-82.083708,42.38252,Duke's H-D,519-354-0650,5 Classic Car Dr,Blenheim,ON,N0P 1A0,CAN
259,-107.87238797170001,37.244027014821,Durango H-D,970-259-0778,750 S Camino Del Rio,Durango,CO,81301,USA
260,-121.2869569659,37.832222962751004,Eagle's Nest H-D,209-941-0420,13900 Harlan Rd,Lathrop,CA,95330,USA
261,-81.21488596312,28.546462962403,East Orlando H-D,407-447-7400,11898 Lake Underhill Rd,Orlando,FL,32825,USA
262,-72.69930099137,40.925256963818995,Eastern H-D,631-727-4700,1570 Old Country Rd RT-58,Riverhead,NY,11901,USA
263,-84.28437897004001,39.105691965668996,Eastgate H-D,513-528-1400,699 Old OH-74,Cincinnati,OH,45245,USA
264,-122.15613300000001,47.630790000000005,Eastside H-D,425-702-2000,2350 136th Pl NE,Bellevue,WA,98005,USA
265,-110.01588999999998,53.278342,Edge H-D,780-875-3373,5402 44th St,Lloydminster,AB,T9V 0B4,CAN
266,-76.20406396687,39.648627983406,Eisenhauer's Chesapeake H-D,410-457-4541,4600 Thunder Ct,Darlington,MD,21034,USA
267,-77.08036595955,41.761643998324,Eisenhauer?s Tioga County H-D,570-659-5000,2911 S Main St,Mansfield,PA,16933,USA
268,-116.97285401629999,32.789305988699,El Cajon H-D,619-444-1123,621 El Cajon Blvd,El Cajon,CA,92020,USA
269,-66.1128390301,45.243540974333,Eldridge's,506-635-1223,1230 Fairville Blvd,Saint John,NB,E2M 5T7,CAN
270,-122.31005701229999,47.828501975163,Emerald City H-D,425-921-1100,5711 188th St SW,Lynnwood,WA,98037,USA
271,-86.63883796892999,30.445840023458,Emerald Coast H-D,850-862-4706,788 Beal Pkwy NE,Fort Walton Beach,FL,32547,USA
272,-73.79337999969,40.897972024977,Empire H-D,914-632-6743,8 Industrial Ln,New Rochelle,NY,10805,USA
273,-94.204148,43.083269,Ernie's H-D,515-295-7951,2701 E US 18,Algona,IA,50511,USA
274,-76.015462,43.86391,FX Caprara H-D,315-583-6177,17890 Goodnough St,Adams Center,NY,13606,USA
275,-84.01831397785999,33.658009031787,Falcons Fury H-D,770-979-7999,900 Dogwood Dr SE,Conyers,GA,30012,USA
276,-93.30427698791,44.319361969827995,Faribault H-D,507-334-5130,2704 W Airport Dr,Faribault,MN,55021,USA
277,-76.71449596993,42.293818993493,Finger Lakes H-D,607-594-3536,6033 SR 13,Cayuta,NY,14824,USA
278,-82.03581701964,39.897910980507,Fink's H-D,740-454-0010,2650 Maysville Pike,Zanesville,OH,43701,USA
279,-92.52583899535,47.467936975881,Five Seasons Sports Center,218-744-5871,US 53,Eveleth,MN,55734,USA
280,-109.471429,41.515555,Flaming Gorge H-D,307-875-5896,440 Uinta Dr,Green River,WY,82935,USA
281,-97.05214197747,36.084336983038995,Forman H-D,405-377-0045,3512 S Boomer Rd,Stillwater,OK,74074,USA
282,-78.9498769585,35.078394021838,Fort Bragg H-D,910-864-1200,3950 Sycamore Dairy Rd,Fayetteville,NC,28303,USA
283,-97.49318799935,35.327469985932005,Fort Thunder H-D,405-793-8877,500 SW 11th St,Moore,OK,73160,USA
284,-97.48038103803002,32.728506010025,Fort Worth H-D,866-698-9090,3025 W Loop 820 S,Fort Worth,TX,76116,USA
285,-108.12946999440001,36.776503985747,Four Corners H-D,505-325-6710,6520 E Main St,Farmington,NM,87402,USA
286,-88.59674300998002,37.015463998541,Four Rivers H-D,800-790-5636,3005 Old Husbands Rd,Paducah,KY,42003,USA
287,-80.92046298086,44.540211036801004,Fox H-D,519-371-6666,123003 Story Book Park Rd,Owen Sound,ON,N4K 5W9,CAN
288,-88.34127701818001,41.91005397588,Fox River H-D,630-584-8000,131 S Randall Rd,St. Charles,IL,60174,USA
289,-83.94641501829001,34.137337971478,Frazier's H-D,770-945-6011,4699 Friendship Rd,Buford,GA,30519,USA
290,-81.43273699096999,40.886475993320005,Freedom H-D,330-494-2453,7233 Sunset Strip Ave NW,North Canton,OH,44720,USA
291,-75.71959801018001,45.327367968857004,Freedom H-D Ottawa,613-736-8899,1963 Merivale Rd,Nepean,ON,K2G 1G1,CAN
292,-96.77805298939,40.81476596184,Frontier H-D,402-466-9100,205 NW 40th St,Lincoln,NE,68528,USA
293,-94.52433298340999,38.85941597633,Gail's H-D,816-966-2222,5900 E SR 150,Grandview,MO,64030,USA
294,-82.4511910323,29.691621959208998,Gainesville H-D,352-331-6363,4125 NW 97 Blvd,Gainesville,FL,32606,USA
295,-74.47075302712,40.848729014396,Garden State H-D,973-898-7100,1775 NJ-10,Morris Plains,NJ,07950,USA
296,-98.12244798056,49.192656967788,Gaslight H-D Sales,204-822-5877,999 Thornhill St,Morden,MB,R6M 1J9,CAN
297,-113.8106949627,52.214499022811005,Gasoline Alley H-D,403-341-3040,37 Petrolia Dr,Red Deer County,AB,T4E 1B3,CAN
298,-119.4113120064,49.900632994249,Gasoline Alley H-D Kelowna,250-860-0666,888 McCurdy Rd,Kelowna,BC,V1X 8C8,CAN
299,-90.32050600000001,38.510457,Gateway H-D,314-845-9900,3600 Lemay Ferry Rd,St. Louis,MO,63125,USA
300,-81.84663796797,28.816745979710998,Gator H-D,352-787-8050,1745 E Main St,Leesburg,FL,34748,USA
301,-79.75569301284,40.601889006793,Gatto H-D,724-224-0500,139 E 6th Ave,Tarentum,PA,15084,USA
302,-77.03024896793,42.858944004401,Geneva H-D,315-789-7976,1103 SR 5 & US 20,Geneva,NY,14456,USA
303,-72.6529150363,41.770874988287,Gengras H-D,855-844-2157,221 Governor St,East Hartford,CT,06108,USA
304,-84.2109479662,44.255076963454,Gildner's H-D,989-345-1330,2723 S M-76,West Branch,MI,48661,USA
305,-97.08600696176,44.888208964839,Glacial Lakes H-D,605-886-3448,1000 19th St SE,Watertown,SD,57201,USA
306,-114.2959459684,48.172542974352,Glacier H-D,866-927-0973,2480 US 93 S,Kalispell,MT,59901,USA
307,-95.42900998145001,29.144210005179,Goe H-D,979-849-3681,1350 S Velasco St,Angleton,TX,77515,USA
308,-115.747078,40.857146,Gold Rush H-D,775-777-3095,2640 Ruby Vista Dr,Elko,NV,89801,USA
309,-81.50729603134,31.245978008955003,Golden Isles H-D,912-280-0448,153 Venture Dr,Brunswick,GA,31525,USA
310,-112.01536598610001,41.170952003449,Golden Spike H-D,801-394-4464,5152 S 1500 W,Riverdale,UT,84405,USA
311,-74.60458201356,45.61094996519301,Goulet Motosports,613-632-3462,189 John St,Hawkesbury,ON,K6A 1Y1,CAN
312,-78.90752202831,42.461341973394,Gowanda H-D,716-532-4584,2535 Gowanda Zoar Rd,Gowanda,NY,14070,USA
313,-111.8166400305,35.231651002541,Grand Canyon H-D Bellemont,928-774-3896,12000 Bellemont Rd,Bellemont,AZ,86015,USA
314,-112.2228969633,34.393512988463,Grand Canyon H-D Mayer,928-632-4009,10434 S AZ 69,Mayer,AZ,86333,USA
315,-108.54306402610001,39.116040011867,Grand Junction H-D,970-245-0812,2747 Crossroads Blvd,Grand Junction,CO,81506,USA
316,-85.85729397833,42.847433974966,Grand Rapids H-D,877-818-0230,2977 Corporate Grove Dr,Hudsonville,MI,49426,USA
317,-83.91476696356999,43.62929798662599,Great Lakes H-D,989-686-0400,3850 S Huron Rd,Bay City,MI,48706,USA
318,-91.33462001569,39.937675986437995,Great River Road H-D,217-224-1004,5101 Oak St,Quincy,IL,62305,USA
319,-84.77515700273001,33.330188021063,Great South H-D,678-228-8213,185 E GA 16,Newnan,GA,30263,USA
320,-104.7270010225,40.389657961204,Greeley H-D,800-955-0255,3010 W 29th St,Greeley,CO,80631,USA
321,-89.92779300548,38.587657995522,Green Mount Road H-D,618-622-0045,1560 N Green Mount Rd,O'Fallon,IL,62269,USA
322,-73.12661896459001,44.497538013383,Green Mountain H-D,802-878-4778,157 Pearl St,Essex Junction,VT,05452,USA
323,-114.06882396889999,46.921759005635,Grizzly H-D,800-431-2453,5106 E Harrier Blvd,Missoula,MT,59808,USA
324,-78.12568902969,39.140061037614004,Grove's Winchester H-D,540-662-4468,140 Independence Dr,Winchester,VA,22602,USA
325,-98.10873300768,29.724931977689,Gruene H-D,830-624-2473,1288 Loop 337,New Braunfels,TX,78130,USA
326,-123.20965298450001,39.184321006759994,Gunnink's H-D,800-495-1672,2600 N State St,Ukiah,CA,95482,USA
327,-80.77375100925,41.122437966987,H-D Biketown,330-505-2000,5700 Interstate Blvd,Youngstown,OH,44515,USA
328,-86.41452499665002,36.936381999403,H-D Bowling Green,270-846-4488,251 Cumberland Trace Rd,Bowling Green,KY,42103,USA
329,-84.88874503410999,39.864720990881,H-D Center,765-962-0596,2240 Chester Blvd,Richmond,IN,47374,USA
330,-68.18916401825,49.214287977665,H-D Cote-Nord,418-296-9191,305 boul LaSalle,Baie Comeau,QC,G4Z 2S5,CAN
331,-147.82972203559999,64.835575036704,H-D Farthest North Outpost,907-456-3265,1450 Karen Way,Fairbanks,AK,99709,USA
332,-87.95967000536,43.045879974961004,H-D Juneau Ave,414-343-4056,3700 W Juneau Ave,Milwaukee,WI,53208,USA
333,-85.75167302973,38.221812983974,H-D Louisville,502-634-1340,1700 Arthur St,Louisville,KY,40208,USA
334,-73.62664701417,45.459934975951,H-D Montreal,514-483-6686,6695 rue St-Jacques,Montreal,QC,H4B 1V3,CAN
335,-87.91719999163999,43.031309964135,H-D Museum,414-287-2700,400 W Canal St,Milwaukee,WI,53201,USA
336,-88.10192699544001,43.184323702007,H-D Powertrain Operations,877-883-1450,W156N9000 Pilgrim Rd,Menomonee Falls,WI,53051,USA
337,-68.49268899299,48.453897982834995,H-D Rimouski Cool website!,418-724-0883,424 Montee Industrielle,Rimouski,QC,G5M 1X1,CAN
338,-97.33191900886,41.438600001855995,H-D Sales of Columbus,402-564-8733,410 23rd St,Columbus,NE,68601,USA
339,-66.39115903526,50.227709021419,H-D Sept-Iles,418-960-0111,1008 Laure Blvd,Sept-Iles,QC,G4R 5P1,CAN
340,-71.00438199999999,43.329544,H-D Shop of Rochester,603-330-3330,7 Crane Dr,Rochester,NH,03867,USA
341,-91.60330896264999,44.025876000523006,H-D Shop of Winona,507-454-4578,1845 Mobile Dr,Winona,MN,55987,USA
342,-92.19604203476999,46.826716018839996,H-D Sport Center,218-729-9600,4355 Stebner Rd,Duluth,MN,55811,USA
343,-89.697613,45.462993,H-D Tomahawk Operations,715-453-2191?,611 S Kaphaem Rd,Tomahawk,WI,54487,USA
344,-94.66757199726,39.299893034622,H-D Vehicle & Powertrain Operations,816-270-8488,11401 N Congress Ave,Kansas City,MO,64153,USA
345,-76.71500399708,39.983894973993,H-D Vehicle Operations,717-848-1177,1425 Eden Rd,York,PA,17402,USA
346,-71.93113803863001,46.07774301432,H-D Victoriaville,819-758-8830,12 Rte-116,Victoriaville,QC,G6T 0S3,CAN
347,-97.14453795924,31.506329979747,H-D Waco,254-753-0393,4201 S Jack Kultgen Expy,Waco,TX,76706,USA
348,-97.04529597423,49.857555963099,H-D Winnipeg,204-254-3974,1377 Niakwa Rd E,Winnipeg,MB,R2J 3T3,CAN
349,-97.63437897898001,35.46315296553,H-D World,405-631-8680,6904 W Reno Ave,Oklahoma City,OK,73127,USA
350,-75.74378399178,45.462537975981,H-D de L'Outaouais,819-772-8008,22 Mont-blue Blvd,Gatineau,QC,J8Z 1J1,CAN
351,-82.40295896306,35.598707031458,H-D of Asheville,828-581-2000,20 Patton Cove Rd,Swannanoa,NC,28778,USA
352,-83.481962,33.940344,H-D of Athens,706-548-3300,4225 Atlanta Hwy,Athens,GA,30606,USA
353,-84.62812601588,33.791061015798995,H-D of Atlanta,770-944-1340,501 Thornton Rd,Lithia Springs,GA,30122,USA
354,-76.47135104051999,39.340386008843005,H-D of Baltimore,410-238-2003,8845 Pulaski Hwy,Baltimore,MD,21237,USA
355,-91.05679102241,30.397071009500998,H-D of Baton Rouge,225-292-9632,5853 Siegen Ln,Baton Rouge,LA,70809,USA
356,-86.53873700648,39.185179984197,H-D of Bloomington,812-333-8300,522 W Gourley Pike,Bloomington,IN,47404,USA
357,-94.846683,42.064885,H-D of Carroll,712-792-1610,1327 Plaza Dr,Carroll,IA,51401,USA
358,-80.7170800399,35.140508031472,H-D of Charlotte,704-847-4647,9205 E Independence Blvd,Matthews,NC,28105,USA
359,-75.68107000551998,40.071849972009,H-D of Chester Springs,610-458-9004,12 Pottstown Pike,Chester Springs,PA,19425,USA
360,-82.956009,39.323271000000005,H-D of Chillicothe,740-773-8826,818 Eastern Ave,Chillicothe,OH,45601,USA
361,-84.46628403849,39.166502002626,H-D of Cincinnati,513-641-1188,1799 Tennessee Ave,Cincinnati,OH,45229,USA
362,-86.89175200648,35.640048002824,H-D of Columbia,931-540-0099,1616 H-D Blvd,Columbia,TN,38401,USA
363,-86.81587398983,35.95411196351,H-D of Cool Springs,615-771-7775,7128 S Springs Dr,Franklin,TN,37067,USA
364,-96.67950896546,33.098393026739004,H-D of Dallas,214-495-0259,304 Central Expressway S,Allen,TX,75013,USA
365,-73.41970100998,41.418715026229,H-D of Danbury,203-730-2453,51 Federal Rd,Danbury,CT,06810,USA
366,-85.41357102803,31.198113989084,H-D of Dothan,334-792-0063,2418 Ross Clark Cir SW,Dothan,AL,36301,USA
367,-113.4556439984,53.582621002569,H-D of Edmonton,780-451-7857,7420 Yellowhead Tr,Edmonton,AB,T5B 1G3,CAN
368,-80.1656560041,42.092566983774,H-D of Erie,814-838-1356,3712 W 12th St,Erie,PA,16505,USA
369,-96.910956,46.850279,H-D of Fargo,701-277-1000,701 Christianson Dr W,West Fargo,ND,58078,USA
370,-121.18395796040001,38.656479036435,H-D of Folsom,916-608-9922,115 Woodmere Dr,Folsom,CA,95630,USA
371,-85.22408997640001,41.073989979922,H-D of Fort Wayne,260-489-2464,6315 Illinois Rd,Fort Wayne,IN,46804,USA
372,-77.40517803466999,39.390536025166,H-D of Frederick,301-694-8177,5722 Urbana Pike,Frederick,MD,21704,USA
373,-119.8707139771,36.808057995513,H-D of Fresno,559-275-8586,4345 W Shaw Ave,Fresno,CA,93722,USA
374,-118.2556680031,34.124290030448996,H-D of Glendale,818-246-5618,3717 San Fernando Rd,Glendale,CA,91204,USA
375,-82.29326197877,34.834167994558,H-D of Greenville,864-234-1340,30 Chrome Dr,Greenville,SC,29615,USA
376,-86.002738,39.968739,H-D of Indianapolis,317-815-1800,12400 Reynolds Dr,Fishers,IN,46038,USA
377,-90.21382603794001,32.251345971599,H-D of Jackson,601-372-5770,3509 I-55 S,Jackson,MS,39212,USA
378,-79.18889799155,42.127005960792,H-D of Jamestown,716-484-0113,1951 E Main St,Falconer,NY,14733,USA
379,-90.64249902963002,35.810935981571,H-D of Jonesboro,870-932-0780,4500 Oliver St,Jonesboro,AR,72401,USA
380,-95.24692503735001,30.065531032159,H-D of Kingwood,281-358-0457,111 Northpines Dr,Kingwood,TX,77339,USA
381,-86.12773499451,40.427713980898,H-D of Kokomo,765-864-9999,335 S US-31,Kokomo,IN,46902,USA
382,-93.18953401409,30.227454984559998,H-D of Lake Charles,337-436-0022,2120 Broad St,Lake Charles,LA,70601,USA
383,-79.23644802533,37.341337976977,H-D of Lynchburg,434-237-2381,20452 Timberlake Rd,Lynchburg,VA,24502,USA
384,-83.72627598233001,32.831029007211,H-D of Macon,478-474-3344,5000 Mercer University Dr,Macon,GA,31210,USA
385,-89.27303996868,43.044188003986996,H-D of Madison,608-221-2761,6200 Millpond Rd,Madison,WI,53718,USA
386,-93.20130296051,43.144299024716,H-D of Mason City,641-423-6007,706 S Federal,Mason City,IA,50401,USA
387,-86.21319201774,32.401095964014004,H-D of Montgomery,334-277-2540,655 N Eastern Blvd,Montgomery,AL,36117,USA
388,-73.53701999409999,40.666269985957996,H-D of Nassau County,516-409-9200,2428 Sunrise Hwy,Bellmore,NY,11710,USA
389,-77.02731798402,35.072840005159,H-D of New Bern,252-633-4060,1613 US 70 E,New Bern,NC,28560,USA
390,-82.71816696971,28.217268995940003,H-D of New Port Richey,727-842-4547,5817 SR 54,New Port Richey,FL,34652,USA
391,-73.92077696509,40.753362989053,H-D of New York,718-707-9300,4211 Northern Blvd,Long Island City,NY,11101,USA
392,-74.20594397932,40.048926975578,H-D of Ocean County,732-367-7000,300 NJ 70,Lakewood,NJ,08701,USA
393,-85.853767,30.213953999999998,H-D of Panama City Beach,888-547-2905,14700 Panama City Beach Pky,Panama City Beach,FL,32413,USA
394,-87.25363296456,30.479681035503003,H-D of Pensacola,850-494-1224,6385 Pensacola Blvd,Pensacola,FL,32505,USA
395,-122.7723850216,53.881020024418,H-D of Prince George,250-564-6667,2626 Vance Rd,Prince George,BC,V2N 7A7,CAN
396,-77.33057700097,38.562268959358,H-D of Quantico,703-221-3757,17975 Main St,Dumfries,VA,22026,USA
397,-77.62964003719,43.100209962575995,H-D of Rochester,585-424-2120,2600 W Henrietta Rd,Rochester,NY,14623,USA
398,-121.44378600000002,38.606056,H-D of Sacramento,916-929-4680,1000 Arden Way,Sacramento,CA,95815,USA
399,-97.59364603087,38.87772699818,H-D of Salina,785-823-3767,2200 N Ohio,Salina,KS,67401,USA
400,-111.88846497790001,40.707894014194004,H-D of Salt Lake City,801-487-4647,2928 S State St,Salt Lake City,UT,84115,USA
401,-111.895261025,33.627779027447,H-D of Scottsdale,480-905-1903,15656 N Hayden Rd,Scottsdale,AZ,85260,USA
402,-127.1767609845,54.789453037083,H-D of Smithers,250-847-3784,4320 Hwy 16 W,Smithers,BC,V0J 2N0,CAN
403,-72.69965001381,42.251753993332,H-D of Southampton,413-527-1556,17 College Highway Rt 10,Southampton,MA,01073,USA
404,-74.07633299999999,40.631382,H-D of Staten Island,718-831-6537,440-442 Bay St,Staten Island,NY,10304,USA
405,-84.36192297375999,30.476340008899,H-D of Tallahassee,888-547-2915,1745 Capital Cir NW,Tallahassee,FL,32303,USA
406,-82.50527802854,28.012015968561002,H-D of Tampa,888-281-5285,6920 N Dale Mabry Hwy,Tampa,FL,33614,USA
407,-75.30115898698001,43.099222993478,H-D of Utica,315-797-5570,4870 Commercial Dr,New York Mills,NY,13417,USA
408,-87.07544200122,41.459277989342,H-D of Valparaiso,219-462-2223,1151 W US 30,Valparaiso,IN,46385,USA
409,-117.31953899999999,34.515977,H-D of Victorville,760-951-1119,14522 Valley Center Dr,Victorville,CA,92395,USA
410,-76.99533498845,38.760784026235,H-D of Washington DC,301-248-1200,9407 Livingston Rd,Fort Washington,MD,20744,USA
411,-89.63456897065001,44.858549013733,H-D of Wausau,715-355-4464,1570 CR XX,Rothschild,WI,54474,USA
412,-81.73242297023,38.354474036023,H-D of West Virginia,304-768-1600,4924 MacCorkle Ave,South Charleston,WV,25309,USA
413,-77.80605797655,39.594211997464,H-D of Williamsport,301-223-1800,10210 Governor Lane Blvd,Williamsport,MD,21795,USA
414,-102.4527249857,51.206751018762,H-D of Yorkton,306-783-1999,86 7th Ave,Yorkton,SK,S3N 3V2,CAN
415,-121.63503896440001,39.134591007604996,H-D of Yuba City,530-673-3548,720 W Onstott Rd,Yuba City,CA,95991,USA
416,-115.7443029619,49.532004017382,H-D of the Kootenays,250-426-6606,2108 N Cranbrook St,Cranbrook,BC,V1C 3T1,CAN
417,-95.44511899352,30.133273992687002,H-D of the Woodlands,281-681-0099,25545 I-45 N,The Woodlands,TX,77380,USA
418,-82.5121360179,40.796287972479995,Hale's H-D,419-522-8602,1400 Harrington Memorial Rd,Mansfield,OH,44903,USA
419,-89.60488798096,39.832819970324,Hall's H-D,217-528-8356,2301 N Dirksen Pkwy,Springfield,IL,62702,USA
420,-85.44754598289,41.796319009735996,Hamilton H-D,269-651-3424,68951 White School Rd,Sturgis,MI,49091,USA
421,-90.45696300454,30.488855028523997,Hammond H-D,985-345-8381,1530 SW Railroad Ave,Hammond,LA,70403,USA
422,-76.47294703870999,37.171015022322,Hampton Roads H-D,757-872-7223,6450 George Washington Hwy; US-17,Yorktown,VA,23692,USA
423,-75.55236303247,39.879176001995,Hannum's H-D Chadds Ford,610-558-3331,1241 Baltimore Pike,Chadds Ford,PA,19317,USA
424,-75.42556696571,39.915126990526,Hannum's H-D Media,610-566-5562,1011 W Baltimore Pike,Media,PA,19063,USA
425,-74.27817000076,40.606008963659,Hannum's H-D Rahway,732-381-2400,12 W Milton Ave,Rahway,NJ,07065,USA
426,-75.30479,40.344763,Hannum's H-D Sellersville,215-257-6112,3255 State Rd,Sellersville,PA,18960,USA
427,-75.634343,41.471637,Hannum's H-D of Electric City,570-483-0883,1534 Scranton Carbondale Hwy,Scranton,PA,18508,USA
428,-87.71090600000001,44.069443,Harbor Town H-D,920-684-0237,2433 Hecker Rd,Manitowoc,WI,54220,USA
429,-81.16846600000001,34.096498,Harley Haven,803-781-1837,941 Western Ln,Irmo,SC,29063,USA
430,-77.36810998991,43.118155030532996,Harv's H-D,585-377-0711,3120 Kittering Rd,Macedon,NY,14502,USA
431,-86.78311399184,33.338488033041,Heart of Dixie H-D,205-560-1234,333 Cahaba Valley Pkwy,Pelham,AL,35124,USA
432,-91.14184697158001,40.81004996784,Heartland H-D,319-754-1100,155 S Roosevelt,Burlington,IA,52601,USA
433,-84.55087001435001,33.929149014875,Hellbender H-D,770-919-0000,993 S Cobb Dr,Marietta,GA,30060,USA
434,-117.0024070143,46.414839019998,Hells Canyon H-D,208-743-7433,306 21st St,Lewiston,ID,83501,USA
435,-115.03175700000001,36.05652,Henderson H-D,702-456-1666,1010 W Warm Springs Rd,Henderson,NV,89014,USA
436,-71.50256101973001,43.188327988609,Heritage H-D Concord,800-427-5391,142 Manchester St,Concord,NH,03301,USA
437,-113.49469101049999,53.418670976534,Heritage H-D Edmonton,780-430-7200,1616 Calgary Tr SW,Edmonton,AB,T6W 1A1,CAN
438,-88.10187997295999,41.797249987721,Heritage H-D Lisle,630-420-1942,2595 Ogden Ave,Lisle,IL,60532,USA
439,-94.51532000674999,37.032510023564,Hideout H-D,417-623-1054,5014 Hearnes Blvd,Joplin,MO,64804,USA
440,-104.982494004,40.081269973888,High Country H-D,303-833-6777,3761 Monarch St,Frederick,CO,80516,USA
441,-104.7699600365,41.138779995962,High Country H-D Cheyenne,307-638-8307,3320 E Lincoln Way,Cheyenne,WY,82001,USA
442,-116.36540701610001,43.591930959372995,High Desert H-D,208-338-5599,2310 E Cinema Dr,Meridian,ID,83642,USA
443,-71.29262401721999,42.584313964471,High Octane H-D,978-663-6298,1 Chelmsford Rd,North Billerica,MA,01862,USA
444,-103.1485950294,34.394574975594004,High Plains H-D,888-883-9034,4400 Mabry Dr,Clovis,NM,88101,USA
445,-78.84330198168,39.636820983141,Highland H-D Shop,240-362-0200,1285 National Hwy,LaVale,MD,21505,USA
446,-79.07794799655,40.015966985374,Highland H-D Somerset,814-444-1903,802 N Center Ave,Somerset,PA,15501,USA
447,-124.2145480401,43.363947970792,Highway 101 H-D,541-266-7051,536 S 2nd St,Coos Bay,OR,97420,USA
448,-95.68348196334999,39.029833981767,Historic H-D,785-234-6174,2047 SW Topeka Blvd,Topeka,KS,66612,USA
449,-84.75300204008,43.611937975509996,Holeshot H-D,989-772-5513,4741 E Pickard Rd,Mt. Pleasant,MI,48858,USA
450,-96.02408998645001,41.210700999945004,Holstein's H-D,402-331-0022,4940 S 72nd St,Omaha,NE,68127,USA
451,-77.40810600109,35.536877000704,Hometown H-D,252-439-1345,2300 Elaines Way,Winterville,NC,28590,USA
452,-85.98574697971,41.703857984393004,Hoosier H-D,574-262-2735,720 W Bristol St,Elkhart,IN,46514,USA
453,-97.43351697921,31.063081026076997,Horny Toad H-D,254-743-7200,7454 S General Bruce Dr,Temple,TX,76502,USA
454,-97.68450099974001,31.075548017396997,Horny Toad H-D Fort Hood,254-680-4747,875 W Central Texas Expy,Harker Heights,TX,76548,USA
455,-76.96292200125,41.248416965827,Horsepower H-D,570-320-0630,1910 E 3rd St,Williamsport,PA,17701,USA
